Designer,Work,Type,Status,SourceURL,LocalPath,Notes
George Nelson,Ceramic Clock Model 1 Vitra.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/8/84/Ceramic_Clock_Model_1_Vitra.jpg,D:\history of id course\images\_extras\nelson\Ceramic_Clock_Model_1_Vitra.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Peter Behrens,Feste des Lebens und der Kunst - eine Betrachtung des Theaters als hochstein Kultursymbols (IA festedeslebensun00behr 0).pdf,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/b/bf/Feste_des_Lebens_und_der_Kunst_-_eine_Betrachtung_des_Theaters_als_hochstein_Kultursymbols_%28IA_festedeslebensun00behr_0%29.pdf,D:\history of id course\images\_extras\behrens\Feste_des_Lebens_und_der_Kunst_-_eine_Betrachtung_des_Theaters_als_hochstein_Kultursymbols__IA_festedeslebensun00behr_0_.pdf,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
George Nelson,Circular.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/d/db/Circular.jpg,D:\history of id course\images\_extras\nelson\Circular.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Peter Behrens,Gedenktafel Alexanderplatz 2 (Mitte) Peter Behrens.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/1/18/Gedenktafel_Alexanderplatz_2_%28Mitte%29_Peter_Behrens.jpg,D:\history of id course\images\_extras\behrens\Gedenktafel_Alexanderplatz_2__Mitte__Peter_Behrens.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
George Nelson,George nelson associates tramite howard miller clock company, kite clock n. 2201, zeeland MI 1952-53.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/0/02/George_nelson_associates_tramite_howard_miller_clock_company%2C_kite_clock_n._2201%2C_zeeland_MI_1952-53.jpg,D:\history of id course\images\_extras\nelson\George_nelson_associates_tramite_howard_miller_clock_company__kite_clock_n._2201__zeeland_MI_1952-53.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Peter Behrens,Gedenktafel Ostendstr 1 (Obers) Peter Behrens.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/a/ac/Gedenktafel_Ostendstr_1_%28Obers%29_Peter_Behrens.jpg,D:\history of id course\images\_extras\behrens\Gedenktafel_Ostendstr_1__Obers__Peter_Behrens.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
George Nelson,Irvin harper (attr.) per george nelson associates tramite howard miller clock company, ball clock n. 4755, zeeland MI 1948-69.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/3/33/Irvin_harper_%28attr.%29_per_george_nelson_associates_tramite_howard_miller_clock_company%2C_ball_clock_n._4755%2C_zeeland_MI_1948-69.jpg,D:\history of id course\images\_extras\nelson\Irvin_harper__attr.__per_george_nelson_associates_tramite_howard_miller_clock_company__ball_clock_n._4755__zeeland_MI_1948-69.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
George Nelson,Irvin harper (attr.) per george nelson associates tramite howard miller clock company, block o tab clock n. 6085, 1961 (replica del 1970-74 ca.).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/d/d6/Irvin_harper_%28attr.%29_per_george_nelson_associates_tramite_howard_miller_clock_company%2C_block_o_tab_clock_n._6085%2C_1961_%28replica_del_1970-74_ca.%29.jpg,D:\history of id course\images\_extras\nelson\Irvin_harper__attr.__per_george_nelson_associates_tramite_howard_miller_clock_company__block_o_tab_clock_n._6085__1961__replica_del_1970-74_ca._.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Peter Behrens,Georg Simmel - Die Religion, 1906.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/a/ad/Georg_Simmel_-_Die_Religion%2C_1906.jpg,D:\history of id course\images\_extras\behrens\Georg_Simmel_-_Die_Religion__1906.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
George Nelson,UTC Library Presentation 006 (954496199).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/e/ed/UTC_Library_Presentation_006_%28954496199%29.jpg,D:\history of id course\images\_extras\nelson\UTC_Library_Presentation_006__954496199_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Peter Behrens,Giebel des Reichstagsgebäudes in Berlin 2H1A0353WI.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/8/80/Giebel_des_Reichstagsgeb%C3%A4udes_in_Berlin_2H1A0353WI.jpg,D:\history of id course\images\_extras\behrens\Giebel_des_Reichstagsgeb_udes_in_Berlin_2H1A0353WI.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
George Nelson,UTC Library Presentation 006 (corrected and cropped).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/e/eb/UTC_Library_Presentation_006_%28corrected_and_cropped%29.jpg,D:\history of id course\images\_extras\nelson\UTC_Library_Presentation_006__corrected_and_cropped_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Peter Behrens,Giebel des Reichstagsgebäudes in Berlin 2H1A1043WI.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/3/38/Giebel_des_Reichstagsgeb%C3%A4udes_in_Berlin_2H1A1043WI.jpg,D:\history of id course\images\_extras\behrens\Giebel_des_Reichstagsgeb_udes_in_Berlin_2H1A1043WI.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Peter Behrens,Großer Speisesaal in der deutschen Botschaft in Sankt Petersburg, 1913.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/a/a0/Gro%C3%9Fer_Speisesaal_in_der_deutschen_Botschaft_in_Sankt_Petersburg%2C_1913.jpg,D:\history of id course\images\_extras\behrens\Gro_er_Speisesaal_in_der_deutschen_Botschaft_in_Sankt_Petersburg__1913.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Peter Behrens,Insel Verlag Behrens.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/a/a2/Insel_Verlag_Behrens.jpg,D:\history of id course\images\_extras\behrens\Insel_Verlag_Behrens.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Peter Behrens,Leuchten auf AEG Gelände 2014-11-28 ama fec.JPG,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/1/14/Leuchten_auf_AEG_Gel%C3%A4nde_2014-11-28_ama_fec.JPG,D:\history of id course\images\_extras\behrens\Leuchten_auf_AEG_Gel_nde_2014-11-28_ama_fec.JPG,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Harley Earl,earl_buick_yjob,Target,NotFound,,images/earl/earl_buick_yjob.jpg,No match in category
Harley Earl,earl_cadillac_eldorado,Target,NotFound,,images/earl/earl_cadillac_eldorado.jpg,No match in category
Harley Earl,earl_corvette_c1,Target,NotFound,,images/earl/earl_corvette_c1.jpg,No match in category
Harley Earl,earl_firebird_i,Target,NotFound,,images/earl/earl_firebird_i.jpg,No match in category
Harley Earl,earl_gm_motorama,Target,NotFound,,images/earl/earl_gm_motorama.jpg,No match in category
Harley Earl,earl_lasalle_series_303,Target,NotFound,,images/earl/earl_lasalle_series_303.jpg,No match in category
Harley Earl,earl_oldsmobile_golden_rocket,Target,NotFound,,images/earl/earl_oldsmobile_golden_rocket.jpg,No match in category
Harley Earl,earl_pontiac_club_de_mer,Target,NotFound,,images/earl/earl_pontiac_club_de_mer.jpg,No match in category
Harley Earl,earl_portrait,Target,NotFound,,images/earl/earl_portrait.jpg,No match in category
Harley Earl,earl_tailfins,Target,NotFound,,images/earl/earl_tailfins.jpg,No match in category
Peter Behrens,Lou Andreas-Salomé - Die Erotik, 1910.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/1/16/Lou_Andreas-Salom%C3%A9_-_Die_Erotik%2C_1910.jpg,D:\history of id course\images\_extras\behrens\Lou_Andreas-Salom__-_Die_Erotik__1910.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Harley Earl,1939 ... Harley Earl and "The Y Job".jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/7/71/1939_..._Harley_Earl_and_%22The_Y_Job%22.jpg,D:\history of id course\images\_extras\earl\1939_..._Harley_Earl_and__The_Y_Job_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Peter Behrens,Max Liebermann - Peter Behrens.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/9/96/Max_Liebermann_-_Peter_Behrens.jpg,D:\history of id course\images\_extras\behrens\Max_Liebermann_-_Peter_Behrens.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Peter Behrens,Moderne Bauformen JG 6 - 0494.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/c/cc/Moderne_Bauformen_JG_6_-_0494.jpg,D:\history of id course\images\_extras\behrens\Moderne_Bauformen_JG_6_-_0494.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Peter Behrens,Moderne Bauformen JG 6 - 0495.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/5/5c/Moderne_Bauformen_JG_6_-_0495.jpg,D:\history of id course\images\_extras\behrens\Moderne_Bauformen_JG_6_-_0495.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Peter Behrens,Moderne Bauformen JG 6 - 0496.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/8/80/Moderne_Bauformen_JG_6_-_0496.jpg,D:\history of id course\images\_extras\behrens\Moderne_Bauformen_JG_6_-_0496.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Peter Behrens,Moderne Bauformen JG 6 - 0497.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/e/e7/Moderne_Bauformen_JG_6_-_0497.jpg,D:\history of id course\images\_extras\behrens\Moderne_Bauformen_JG_6_-_0497.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Achille Castiglioni,castiglioni_arco_lamp,Target,NotFound,,images/castiglioni/castiglioni_arco_lamp.jpg,No match in category
Achille Castiglioni,castiglioni_luminator,Target,NotFound,,images/castiglioni/castiglioni_luminator.jpg,No match in category
Peter Behrens,Moderne Baukunst (1908) 0134.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/d/da/Moderne_Baukunst_%281908%29_0134.jpg,D:\history of id course\images\_extras\behrens\Moderne_Baukunst__1908__0134.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Achille Castiglioni,castiglioni_mezzadro_stool,Target,NotFound,,images/castiglioni/castiglioni_mezzadro_stool.jpg,No match in category
Achille Castiglioni,castiglioni_parentesi_lamp,Target,NotFound,,images/castiglioni/castiglioni_parentesi_lamp.jpg,No match in category
Achille Castiglioni,castiglioni_portrait,Target,NotFound,,images/castiglioni/castiglioni_portrait.jpg,No match in category
Peter Behrens,Moderne Baukunst (1908) 0164.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/7/7e/Moderne_Baukunst_%281908%29_0164.jpg,D:\history of id course\images\_extras\behrens\Moderne_Baukunst__1908__0164.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Achille Castiglioni,castiglioni_rr126_stereo,Target,NotFound,,images/castiglioni/castiglioni_rr126_stereo.jpg,No match in category
Achille Castiglioni,castiglioni_sella_stool,Target,NotFound,,images/castiglioni/castiglioni_sella_stool.jpg,No match in category
Achille Castiglioni,castiglioni_snoopy_lamp,Target,NotFound,,images/castiglioni/castiglioni_snoopy_lamp.jpg,No match in category
Peter Behrens,Peter Behrens Brief an Anton Hanak 1928-05-18.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/8/84/Peter_Behrens_Brief_an_Anton_Hanak_1928-05-18.jpg,D:\history of id course\images\_extras\behrens\Peter_Behrens_Brief_an_Anton_Hanak_1928-05-18.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Achille Castiglioni,castiglioni_taccia_lamp,Target,NotFound,,images/castiglioni/castiglioni_taccia_lamp.jpg,No match in category
Achille Castiglioni,castiglioni_toio_lamp,Target,NotFound,,images/castiglioni/castiglioni_toio_lamp.jpg,No match in category
Peter Behrens,Peter Behrens Otto Erich Hartleben.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/a/ad/Peter_Behrens_Otto_Erich_Hartleben.jpg,D:\history of id course\images\_extras\behrens\Peter_Behrens_Otto_Erich_Hartleben.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Achille Castiglioni," 11 - ITALY - design and furniture - MEZZADRO - Achille e Pier Giacomo Castiglioni - Zanotta (1957).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/4/44/%22_11_-_ITALY_-_design_and_furniture_-_MEZZADRO_-_Achille_e_Pier_Giacomo_Castiglioni_-_Zanotta_%281957%29.jpg,D:\history of id course\images\_extras\castiglioni\__11_-_ITALY_-_design_and_furniture_-_MEZZADRO_-_Achille_e_Pier_Giacomo_Castiglioni_-_Zanotta__1957_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Peter Behrens,Peter Behrens, Autograph 1917.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/1/18/Peter_Behrens%2C_Autograph_1917.jpg,D:\history of id course\images\_extras\behrens\Peter_Behrens__Autograph_1917.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Achille Castiglioni," 11 - ITALY - Italian Design - 1957 - Sella - Zanotta - Achille Castiglioni Pier Giacomo Castiglioni TDM.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/4/4a/%22_11_-_ITALY_-_Italian_Design_-_1957_-_Sella_-_Zanotta_-_Achille_Castiglioni_Pier_Giacomo_Castiglioni_TDM.jpg,D:\history of id course\images\_extras\castiglioni\__11_-_ITALY_-_Italian_Design_-_1957_-_Sella_-_Zanotta_-_Achille_Castiglioni_Pier_Giacomo_Castiglioni_TDM.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Peter Behrens,Peter Behrens. Household utensils in the Art Nouveau style.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/0/04/Peter_Behrens._Household_utensils_in_the_Art_Nouveau_style.jpg,D:\history of id course\images\_extras\behrens\Peter_Behrens._Household_utensils_in_the_Art_Nouveau_style.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Achille Castiglioni," 11 - ITALY - Italian Design - 1957 - Sella - Zanotta - Achille Castiglioni Pier Giacomo Castiglioni.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/3/34/%22_11_-_ITALY_-_Italian_Design_-_1957_-_Sella_-_Zanotta_-_Achille_Castiglioni_Pier_Giacomo_Castiglioni.jpg,D:\history of id course\images\_extras\castiglioni\__11_-_ITALY_-_Italian_Design_-_1957_-_Sella_-_Zanotta_-_Achille_Castiglioni_Pier_Giacomo_Castiglioni.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Peter Behrens,Peter-Behrens-Platz.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/b/bf/Peter-Behrens-Platz.jpg,D:\history of id course\images\_extras\behrens\Peter-Behrens-Platz.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Achille Castiglioni," 11 - ITALY - Italian design - Taraxacum - Achille Castiglioni - Flos - 1988 at TDM Milan.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/e/e2/%22_11_-_ITALY_-_Italian_design_-_Taraxacum_-_Achille_Castiglioni_-_Flos_-_1988_at_TDM_Milan.jpg,D:\history of id course\images\_extras\castiglioni\__11_-_ITALY_-_Italian_design_-_Taraxacum_-_Achille_Castiglioni_-_Flos_-_1988_at_TDM_Milan.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Peter Behrens,Thronsessel für Kaiser Wilhelm II in der deutschen Botschaft in Sankt Petersburg.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/e/ea/Thronsessel_f%C3%BCr_Kaiser_Wilhelm_II_in_der_deutschen_Botschaft_in_Sankt_Petersburg.jpg,D:\history of id course\images\_extras\behrens\Thronsessel_f_r_Kaiser_Wilhelm_II_in_der_deutschen_Botschaft_in_Sankt_Petersburg.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Achille Castiglioni," 13 - DESIGN OF ITALY - 1957 - Sella - Zanotta - Achille Castiglioni Pier Giacomo Castiglioni.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/a/aa/%22_13_-_DESIGN_OF_ITALY_-_1957_-_Sella_-_Zanotta_-_Achille_Castiglioni_Pier_Giacomo_Castiglioni.jpg,D:\history of id course\images\_extras\castiglioni\__13_-_DESIGN_OF_ITALY_-_1957_-_Sella_-_Zanotta_-_Achille_Castiglioni_Pier_Giacomo_Castiglioni.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Peter Behrens,Two faces kissing with entwined art-nouveau style hair) - Peter Behrens LCCN2002721258.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/0/02/Two_faces_kissing_with_entwined_art-nouveau_style_hair%29_-_Peter_Behrens_LCCN2002721258.jpg,D:\history of id course\images\_extras\behrens\Two_faces_kissing_with_entwined_art-nouveau_style_hair__-_Peter_Behrens_LCCN2002721258.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Achille Castiglioni,"13 - ITALY - bar code FLOS lamp by Achille Castiglioni - Made in Italy - product design of furniture - italian style.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/4/4b/%2213_-_ITALY_-_bar_code_FLOS_lamp_by_Achille_Castiglioni_-_Made_in_Italy_-_product_design_of_furniture_-_italian_style.jpg,D:\history of id course\images\_extras\castiglioni\_13_-_ITALY_-_bar_code_FLOS_lamp_by_Achille_Castiglioni_-_Made_in_Italy_-_product_design_of_furniture_-_italian_style.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Peter Behrens,Two faces kissing with entwined art-nouveau style hair) - Peter Behrens LCCN2002721258.tif,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/b/b3/Two_faces_kissing_with_entwined_art-nouveau_style_hair%29_-_Peter_Behrens_LCCN2002721258.tif,D:\history of id course\images\_extras\behrens\Two_faces_kissing_with_entwined_art-nouveau_style_hair__-_Peter_Behrens_LCCN2002721258.tif,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Achille Castiglioni,Achille Castiglioni-FLOS Lampadina 01.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/2/2b/Achille_Castiglioni-FLOS_Lampadina_01.jpg,D:\history of id course\images\_extras\castiglioni\Achille_Castiglioni-FLOS_Lampadina_01.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Peter Behrens,Wilhelm Weimer - Bildnis Peter Behrens, 1901.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/2/24/Wilhelm_Weimer_-_Bildnis_Peter_Behrens%2C_1901.jpg,D:\history of id course\images\_extras\behrens\Wilhelm_Weimer_-_Bildnis_Peter_Behrens__1901.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Achille Castiglioni,Achille Castiglioni.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/9/9f/Achille_Castiglioni.jpg,D:\history of id course\images\_extras\castiglioni\Achille_Castiglioni.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Achille Castiglioni,Achille e pier giacomo castiglioni per zanotta spa., sgabello mezzadro, 1954-57.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/6/66/Achille_e_pier_giacomo_castiglioni_per_zanotta_spa.%2C_sgabello_mezzadro%2C_1954-57.jpg,D:\history of id course\images\_extras\castiglioni\Achille_e_pier_giacomo_castiglioni_per_zanotta_spa.__sgabello_mezzadro__1954-57.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Achille Castiglioni,Brionvega RR126 radiogram.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/a/a2/Brionvega_RR126_radiogram.jpg,D:\history of id course\images\_extras\castiglioni\Brionvega_RR126_radiogram.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Raymond Loewy,loewy_air_force_one_livery,Target,NotFound,,images/loewy/loewy_air_force_one_livery.jpg,No match in category
Achille Castiglioni,Castiglioni brothers - Lampada Taccia.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/3/30/Castiglioni_brothers_-_Lampada_Taccia.jpg,D:\history of id course\images\_extras\castiglioni\Castiglioni_brothers_-_Lampada_Taccia.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Achille Castiglioni,CENTO3 - EGO.M.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/d/d2/CENTO3_-_EGO.M.jpg,D:\history of id course\images\_extras\castiglioni\CENTO3_-_EGO.M.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Raymond Loewy,loewy_cocacola_bottle,Target,Failed,https://upload.wikimedia.org/wikipedia/commons/e/ef/Thermos_flask%2C_Model_3750%2C_designed_by_Raymond_Loewy%2C_American_Thermos_Bottle_Corporation%2C_1937%2C_chrome-plated_brass%2C_aluminum%2C_bakelite_-_Museum_f%C3%BCr_Angewandte_Kunst_K%C3%B6ln_-_Cologne%2C_Germany_-_DSC09512.jpg,images/loewy/loewy_cocacola_bottle.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
